mag0,mag1,mag_mean,scale,scale_parmin,scale_parmax
8.0,8.5,8.26152386102,0.0375779386795,-0.0181720684353,0.0181720684353
8.5,9.0,8.76659167599,0.0277645956199,-0.00783162152766,0.00783162152766
9.0,9.5,9.23852675457,0.0941686518834,-0.0228965507838,0.0228965507838
9.5,10.0,9.72483536971,0.427012480135,-0.0342288904103,0.0342288904103
10.0,10.5,10.2002707268,1.25558251533,-0.126002145692,0.126002145692
10.5,11.0,10.6113490023,4.1549611827,-0.500526231753,0.500526231753
