mag0,mag1,mag_mean,scale,scale_parmin,scale_parmax,offset,offset_parmin,offset_parmax
8.0,8.5,8.26445641925,2.76479803633e-09,0.0,0.0200566404449,0.00618761804676,-0.00129575165289,0.00136082796385
8.5,9.0,8.77152078767,0.0147929195345,-0.0432192775784,0.0432192775784,0.00701534145211,-0.0014573292283,0.00118838752798
9.0,9.5,9.25121776932,0.217440267347,-0.0721922301108,0.0721922301108,0.00913198621,-0.00207182175773,0.00207182175773
9.5,10.0,9.7473832121,0.547363258045,-0.0925537605612,0.0925537605612,0.0263612518355,-0.00270711278656,0.00270711278656
10.0,10.5,10.1852591403,2.51870620708,-0.240641027848,0.240641027848,0.0374566853571,-0.00596955886256,0.00596955886256
10.5,11.0,10.6507256179,4.23733705899,-0.440057732777,0.440057732777,0.174891406656,-0.0148051269537,0.0148051269537
