mag0,mag1,mag_mean,scale,scale_parmin,scale_parmax
8.0,8.5,8.26152386102,0.0375779386795,-0.0181720684353,0.0181720684353
8.5,9.0,8.76659167599,0.0277645956199,-0.00783162152766,0.00783162152766
9.0,9.25,9.12408259831,0.0382347450826,-0.0112127779844,0.0112127779844
9.25,9.5,9.36545401771,0.162319779865,-0.0349770358731,0.0349770358731
9.5,9.75,9.62900086004,0.186835300132,-0.0242623031084,0.0242623031084
9.75,10.0,9.85386164617,0.728361053374,-0.0995058978832,0.0995058978832
10.0,10.3,10.142795402,0.907492700327,-0.116336481942,0.116336481942
10.3,10.6,10.4000329726,2.54955639219,-0.217927257243,0.217927257243
10.6,11.0,10.703835461,5.54663535702,-0.723846154296,0.723846154296
